order,value,url,scrape_date,order_var
3,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T21:31:26Z,NA
4,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T21:31:26Z,NA
5,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T21:31:26Z,NA
6,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T21:31:26Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T21:31:26Z,NA
8,Law students lose job offers over anti-Israel letters,NA,2023-10-19T21:31:26Z,NA
9,EU bids to tighten migration rules after attacks,NA,2023-10-19T21:31:26Z,NA
10,The top electric car maker that is not Tesla,NA,2023-10-19T21:31:26Z,NA
1,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T21:36:28Z,NA
2,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T21:36:28Z,NA
3,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T21:36:28Z,NA
4,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T21:36:28Z,NA
5,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T21:36:28Z,NA
6,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T21:36:28Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T21:36:28Z,NA
8,Law students lose job offers over anti-Israel letters,NA,2023-10-19T21:36:28Z,NA
9,EU bids to tighten migration rules after attacks,NA,2023-10-19T21:36:28Z,NA
10,The top electric car maker that is not Tesla,NA,2023-10-19T21:36:28Z,NA
1,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T21:41:30Z,NA
2,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T21:41:30Z,NA
3,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T21:41:30Z,NA
4,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T21:41:30Z,NA
5,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T21:41:30Z,NA
6,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T21:41:30Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T21:41:30Z,NA
8,EU bids to tighten migration rules after attacks,NA,2023-10-19T21:41:30Z,NA
9,The top electric car maker that is not Tesla,NA,2023-10-19T21:41:30Z,NA
10,Law students lose job offers over anti-Israel letters,NA,2023-10-19T21:41:30Z,NA
1,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T21:46:32Z,NA
2,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T21:46:32Z,NA
3,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T21:46:32Z,NA
4,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T21:46:32Z,NA
5,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T21:46:32Z,NA
6,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T21:46:32Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T21:46:32Z,NA
8,EU bids to tighten migration rules after attacks,NA,2023-10-19T21:46:32Z,NA
9,The top electric car maker that is not Tesla,NA,2023-10-19T21:46:32Z,NA
10,Law students lose job offers over anti-Israel letters,NA,2023-10-19T21:46:32Z,NA
1,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T21:51:34Z,NA
2,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T21:51:34Z,NA
3,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T21:51:34Z,NA
4,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T21:51:34Z,NA
5,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T21:51:34Z,NA
6,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T21:51:34Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T21:51:34Z,NA
8,The top electric car maker that is not Tesla,NA,2023-10-19T21:51:34Z,NA
9,EU bids to tighten migration rules after attacks,NA,2023-10-19T21:51:34Z,NA
10,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T21:51:34Z,NA
1,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T21:56:36Z,NA
2,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T21:56:36Z,NA
3,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T21:56:36Z,NA
4,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T21:56:36Z,NA
5,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T21:56:36Z,NA
6,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T21:56:36Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T21:56:36Z,NA
8,The top electric car maker that is not Tesla,NA,2023-10-19T21:56:36Z,NA
9,EU bids to tighten migration rules after attacks,NA,2023-10-19T21:56:36Z,NA
10,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T21:56:36Z,NA
1,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:01:39Z,NA
2,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:01:39Z,NA
3,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:01:39Z,NA
4,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:01:39Z,NA
5,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T22:01:39Z,NA
6,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:01:39Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:01:39Z,NA
8,The top electric car maker that is not Tesla,NA,2023-10-19T22:01:39Z,NA
9,EU bids to tighten migration rules after attacks,NA,2023-10-19T22:01:39Z,NA
10,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:01:39Z,NA
1,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:08:09Z,NA
2,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:08:09Z,NA
3,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:08:09Z,NA
4,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:08:09Z,NA
5,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T22:08:09Z,NA
6,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:08:09Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:08:09Z,NA
8,The top electric car maker that is not Tesla,NA,2023-10-19T22:08:09Z,NA
9,EU bids to tighten migration rules after attacks,NA,2023-10-19T22:08:09Z,NA
10,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:08:09Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T22:14:03Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:14:03Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:14:03Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:14:03Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:14:03Z,NA
6,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T22:14:03Z,NA
7,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:14:03Z,NA
8,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:14:03Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:14:03Z,NA
10,The top electric car maker that is not Tesla,NA,2023-10-19T22:14:03Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T22:19:31Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:19:31Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:19:31Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:19:31Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:19:31Z,NA
6,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T22:19:31Z,NA
7,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:19:31Z,NA
8,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:19:31Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:19:31Z,NA
10,The top electric car maker that is not Tesla,NA,2023-10-19T22:19:31Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T22:25:27Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:25:27Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:25:27Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:25:27Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:25:27Z,NA
6,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:25:27Z,NA
7,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T22:25:27Z,NA
8,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:25:27Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:25:27Z,NA
10,The top electric car maker that is not Tesla,NA,2023-10-19T22:25:27Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T22:31:05Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:31:05Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:31:05Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:31:05Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:31:05Z,NA
6,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:31:05Z,NA
7,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T22:31:05Z,NA
8,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:31:05Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:31:05Z,NA
10,The top electric car maker that is not Tesla,NA,2023-10-19T22:31:05Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T22:36:48Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:36:48Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:36:48Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:36:48Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:36:48Z,NA
6,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:36:48Z,NA
7,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T22:36:48Z,NA
8,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:36:48Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:36:48Z,NA
10,The top electric car maker that is not Tesla,NA,2023-10-19T22:36:48Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T22:42:22Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:42:22Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:42:22Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:42:22Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:42:22Z,NA
6,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:42:22Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:42:22Z,NA
8,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T22:42:22Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:42:22Z,NA
10,EU bids to tighten migration rules after attacks,NA,2023-10-19T22:42:22Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T22:48:11Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:48:11Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:48:11Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:48:11Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:48:11Z,NA
6,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:48:11Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:48:11Z,NA
8,Jordan set to pause Speaker bid after twin defeats,NA,2023-10-19T22:48:11Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:48:11Z,NA
10,EU bids to tighten migration rules after attacks,NA,2023-10-19T22:48:11Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T22:53:45Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:53:45Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:53:45Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:53:45Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:53:45Z,NA
6,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:53:45Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:53:45Z,NA
8,Jordan to run again for Speaker as backup plan fails,NA,2023-10-19T22:53:45Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:53:45Z,NA
10,EU bids to tighten migration rules after attacks,NA,2023-10-19T22:53:45Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T22:59:49Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T22:59:49Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T22:59:49Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T22:59:49Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T22:59:49Z,NA
6,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T22:59:49Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T22:59:49Z,NA
8,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T22:59:49Z,NA
9,Jordan to run again for Speaker as backup plan fails,NA,2023-10-19T22:59:49Z,NA
10,The top electric car maker that is not Tesla,NA,2023-10-19T22:59:49Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T23:05:11Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T23:05:11Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T23:05:11Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T23:05:11Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T23:05:11Z,NA
6,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T23:05:11Z,NA
7,Hundreds arrested at protest near US Capitol,NA,2023-10-19T23:05:11Z,NA
8,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T23:05:11Z,NA
9,Jordan to run again for Speaker as backup plan fails,NA,2023-10-19T23:05:11Z,NA
10,The top electric car maker that is not Tesla,NA,2023-10-19T23:05:11Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T23:11:03Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T23:11:03Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T23:11:03Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T23:11:03Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T23:11:03Z,NA
6,Jordan to run again for Speaker as backup plan fails,NA,2023-10-19T23:11:03Z,NA
7,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T23:11:03Z,NA
8,Hundreds arrested at protest near US Capitol,NA,2023-10-19T23:11:03Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T23:11:03Z,NA
10,EU bids to tighten migration rules after attacks,NA,2023-10-19T23:11:03Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T23:16:47Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T23:16:47Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T23:16:47Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T23:16:47Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T23:16:47Z,NA
6,Jordan to run again for Speaker as backup plan fails,NA,2023-10-19T23:16:47Z,NA
7,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T23:16:47Z,NA
8,Hundreds arrested at protest near US Capitol,NA,2023-10-19T23:16:47Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T23:16:47Z,NA
10,EU bids to tighten migration rules after attacks,NA,2023-10-19T23:16:47Z,NA
1,Canada withdraws 41 diplomats from India,NA,2023-10-19T23:22:24Z,NA
2,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T23:22:24Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T23:22:24Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T23:22:24Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T23:22:24Z,NA
6,Jordan to run again for Speaker as backup plan fails,NA,2023-10-19T23:22:24Z,NA
7,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T23:22:24Z,NA
8,Hundreds arrested at protest near US Capitol,NA,2023-10-19T23:22:24Z,NA
9,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T23:22:24Z,NA
10,EU bids to tighten migration rules after attacks,NA,2023-10-19T23:22:24Z,NA
1,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T23:27:58Z,NA
2,Canada withdraws 41 diplomats from India,NA,2023-10-19T23:27:58Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T23:27:58Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T23:27:58Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T23:27:58Z,NA
6,Jordan to run again for Speaker as backup plan fails,NA,2023-10-19T23:27:58Z,NA
7,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T23:27:58Z,NA
8,Hundreds arrested at protest near US Capitol,NA,2023-10-19T23:27:58Z,NA
9,EU bids to tighten migration rules after attacks,NA,2023-10-19T23:27:58Z,NA
10,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T23:27:58Z,NA
1,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T23:33:27Z,NA
2,Canada withdraws 41 diplomats from India,NA,2023-10-19T23:33:27Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T23:33:27Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T23:33:27Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T23:33:27Z,NA
6,Jordan to run again for Speaker as backup plan fails,NA,2023-10-19T23:33:27Z,NA
7,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T23:33:27Z,NA
8,Hundreds arrested at protest near US Capitol,NA,2023-10-19T23:33:27Z,NA
9,EU bids to tighten migration rules after attacks,NA,2023-10-19T23:33:27Z,NA
10,Julia Fox admits to 'red flags' in Kanye relationship,NA,2023-10-19T23:33:27Z,NA
1,Berlusconi's 'worthless' art a headache for heirs,NA,2023-10-19T23:38:31Z,NA
2,Canada withdraws 41 diplomats from India,NA,2023-10-19T23:38:31Z,NA
3,Ukraine troop build-up reported across Dnipro river,NA,2023-10-19T23:38:31Z,NA
4,Trump ex-lawyer pleads guilty in Georgia election case,NA,2023-10-19T23:38:31Z,NA
5,'Mannequin' arrested after Warsaw shop burglary,NA,2023-10-19T23:38:31Z,NA
6,Jordan to run again for Speaker as backup plan fails,NA,2023-10-19T23:38:31Z,NA
7,"What video, pictures and other evidence tell us about Gaza hospital blast",NA,2023-10-19T23:38:31Z,NA
8,Hundreds arrested at protest near US Capitol,NA,2023-10-19T23:38:31Z,NA
